episode_id,environment_complexity,num_robots,num_tasks,task_dependency_level,obstacle_density,initial_position,target_position,path_length,collisions,energy_consumption,time_taken,task_completion_rate,reward_score,po_tsatd3_action,navigation_efficiency,scheduling_efficiency,overall_performance_score
375,high,4,15,sequential,0.13,"(6, 1)","(99, 87)",183.2,3,288.51,175.04,83.86,65.36,increase_exploration,0.691,0.839,72.89
376,low,2,16,interdependent,0.47,"(11, 7)","(95, 85)",184.48,2,234.63,406.42,92.52,74.39,optimize_schedule,0.621,0.925,78.8
377,high,4,14,independent,0.15,"(25, 35)","(80, 99)",129.42,1,99.86,256.82,68.83,58.69,increase_exploration,0.652,0.688,79.78
378,medium,4,12,independent,0.62,"(45, 36)","(67, 88)",101.27,1,82.03,381.01,63.92,51.3,increase_exploration,0.558,0.639,76.6
379,low,5,15,sequential,0.51,"(31, 39)","(65, 97)",120.19,4,201.04,275.74,75.77,50.26,adjust_learning_rate,0.559,0.758,62.6
380,low,4,17,interdependent,0.76,"(4, 32)","(52, 81)",93.42,3,83.58,111.89,73.08,55.84,optimize_schedule,0.734,0.731,71.44
381,low,1,12,independent,0.38,"(35, 40)","(94, 73)",194.68,2,234.26,267.8,80.02,64.66,increase_exploration,0.347,0.8,69.93
382,low,4,12,sequential,0.73,"(23, 10)","(55, 64)",81.62,1,206.08,497.22,83.42,68.48,adjust_learning_rate,0.769,0.834,85.62
383,low,2,11,interdependent,0.2,"(38, 28)","(67, 50)",110.39,0,282.22,494.46,66.03,56.14,increase_exploration,0.33,0.66,77.56
384,high,2,12,independent,0.5,"(35, 32)","(94, 51)",168.63,2,283.52,105.39,73.14,61.03,optimize_schedule,0.368,0.731,68.87
385,medium,1,5,sequential,0.76,"(24, 25)","(84, 93)",169.8,4,238.21,456.51,78.69,49.56,increase_exploration,0.534,0.787,62.69
386,high,2,10,independent,0.73,"(18, 5)","(69, 95)",152.33,5,69.65,359.81,60.18,27.98,adjust_learning_rate,0.679,0.602,56.24
387,low,3,15,interdependent,0.5,"(3, 35)","(88, 93)",90.39,1,89.51,388.02,82.98,70.22,increase_exploration,1.138,0.83,93.73
388,high,1,11,interdependent,0.71,"(0, 45)","(92, 78)",176.74,1,66.94,123.83,61.32,53.84,increase_exploration,0.553,0.613,75.91
389,high,3,6,independent,0.16,"(23, 21)","(78, 82)",140.88,2,126.62,163.39,65.91,52.64,increase_exploration,0.583,0.659,72.04
390,medium,4,5,interdependent,0.41,"(7, 47)","(97, 54)",97.0,2,297.11,241.68,71.68,56.85,optimize_schedule,0.931,0.717,81.07
391,high,4,20,interdependent,0.26,"(49, 47)","(60, 94)",172.8,3,137.44,139.92,61.08,43.28,adjust_learning_rate,0.279,0.611,58.67
392,low,1,15,independent,0.18,"(23, 23)","(66, 80)",169.63,2,83.88,212.96,70.56,56.3,increase_exploration,0.421,0.706,69.49
393,medium,4,19,sequential,0.48,"(39, 16)","(96, 86)",73.31,5,99.35,349.04,82.38,50.4,adjust_learning_rate,1.231,0.824,73.44
394,medium,4,18,sequential,0.53,"(5, 27)","(64, 53)",169.66,2,211.17,308.32,99.19,83.02,adjust_learning_rate,0.38,0.992,74.93
395,low,2,18,sequential,0.3,"(40, 12)","(74, 60)",176.88,0,105.4,317.87,73.82,67.46,optimize_schedule,0.333,0.738,79.36
396,high,1,8,sequential,0.13,"(19, 44)","(83, 64)",53.39,4,255.87,489.98,83.97,54.17,optimize_schedule,1.256,0.84,79.91
397,medium,1,7,sequential,0.17,"(20, 33)","(72, 57)",111.41,4,214.02,457.94,60.44,31.28,increase_exploration,0.514,0.604,58.18
398,high,4,9,independent,0.5,"(3, 9)","(60, 60)",111.21,1,127.33,319.72,83.21,71.82,optimize_schedule,0.688,0.832,83.78
399,high,2,16,sequential,0.42,"(40, 14)","(97, 86)",65.71,4,209.08,218.15,71.47,47.11,adjust_learning_rate,1.398,0.715,80.29
400,medium,4,15,interdependent,0.44,"(36, 35)","(90, 54)",52.62,0,243.32,201.1,89.97,85.95,optimize_schedule,1.088,0.9,99.73
401,medium,2,8,sequential,0.12,"(16, 21)","(66, 69)",158.6,1,98.76,488.39,82.43,67.66,optimize_schedule,0.437,0.824,78.02
402,high,4,18,sequential,0.44,"(0, 15)","(76, 63)",172.07,0,64.88,338.12,62.78,56.02,optimize_schedule,0.522,0.628,81.11
403,medium,5,13,interdependent,0.39,"(38, 50)","(54, 77)",78.99,0,127.53,258.32,98.74,93.57,adjust_learning_rate,0.397,0.987,86.31
404,high,2,13,interdependent,0.61,"(22, 48)","(81, 73)",127.88,5,274.1,357.48,74.69,42.54,adjust_learning_rate,0.501,0.747,55.51
405,low,5,10,sequential,0.75,"(21, 42)","(96, 87)",152.4,1,190.97,404.58,98.09,85.0,adjust_learning_rate,0.574,0.981,84.56
406,low,2,19,sequential,0.6,"(50, 42)","(83, 64)",69.6,5,276.39,467.01,99.07,64.73,optimize_schedule,0.57,0.991,62.47
407,low,2,9,interdependent,0.63,"(19, 28)","(59, 65)",181.2,2,54.32,287.98,82.29,66.53,adjust_learning_rate,0.301,0.823,69.42
408,high,5,18,interdependent,0.8,"(9, 7)","(72, 83)",71.69,5,129.02,466.56,89.16,54.83,increase_exploration,1.377,0.892,78.2
409,high,5,16,independent,0.67,"(49, 15)","(60, 94)",141.96,2,273.67,167.74,84.92,71.57,adjust_learning_rate,0.562,0.849,75.8
410,medium,1,14,sequential,0.36,"(29, 46)","(96, 51)",103.97,4,225.83,278.65,96.44,70.87,adjust_learning_rate,0.646,0.964,69.11
411,medium,4,6,interdependent,0.43,"(1, 6)","(60, 58)",141.11,2,214.18,250.42,81.69,66.68,optimize_schedule,0.557,0.817,74.98
412,high,2,12,independent,0.48,"(34, 29)","(85, 58)",129.59,4,249.92,482.4,84.84,55.19,adjust_learning_rate,0.453,0.848,62.24
413,low,5,7,sequential,0.38,"(26, 16)","(86, 61)",149.45,0,223.81,184.78,76.9,73.2,adjust_learning_rate,0.502,0.769,83.8
414,low,4,15,sequential,0.32,"(7, 11)","(58, 54)",155.64,2,291.33,318.21,67.16,50.8,increase_exploration,0.429,0.672,68.91
415,medium,3,16,sequential,0.22,"(45, 13)","(93, 61)",71.73,3,157.93,226.86,82.52,62.98,adjust_learning_rate,0.946,0.825,78.24
416,medium,4,11,sequential,0.65,"(30, 32)","(82, 100)",180.34,2,88.04,306.77,99.28,83.14,optimize_schedule,0.475,0.993,77.07
417,low,5,12,interdependent,0.22,"(25, 5)","(77, 71)",126.49,5,58.31,269.28,88.41,58.02,adjust_learning_rate,0.664,0.884,62.18
418,low,3,14,sequential,0.25,"(27, 6)","(90, 91)",62.0,1,243.6,337.44,82.55,70.8,optimize_schedule,1.706,0.826,106.27
419,low,3,16,sequential,0.35,"(47, 25)","(84, 77)",78.93,3,225.66,365.73,74.24,51.93,increase_exploration,0.809,0.742,73.36
420,high,1,11,independent,0.25,"(20, 19)","(82, 58)",137.23,5,63.92,386.62,92.4,59.67,adjust_learning_rate,0.534,0.924,60.18
421,low,2,10,independent,0.58,"(0, 25)","(63, 83)",133.94,2,127.24,249.99,89.28,74.28,adjust_learning_rate,0.639,0.893,78.49
422,medium,3,18,sequential,0.27,"(36, 16)","(99, 88)",62.4,4,127.68,104.95,71.56,49.46,optimize_schedule,1.533,0.716,83.31
423,medium,3,9,sequential,0.3,"(34, 11)","(81, 73)",184.37,4,70.86,308.52,82.58,56.41,optimize_schedule,0.422,0.826,61.07
424,medium,3,18,interdependent,0.55,"(43, 30)","(90, 50)",119.89,4,81.85,227.03,81.51,56.97,optimize_schedule,0.426,0.815,60.91
425,medium,4,12,independent,0.77,"(43, 13)","(74, 100)",168.2,2,177.1,144.06,92.33,79.45,adjust_learning_rate,0.549,0.923,77.16
426,low,3,14,sequential,0.59,"(30, 4)","(52, 96)",63.68,0,278.59,366.86,88.55,81.21,optimize_schedule,1.485,0.885,108.22
427,medium,3,19,independent,0.44,"(4, 3)","(98, 87)",142.75,2,163.23,487.72,93.06,73.31,increase_exploration,0.883,0.931,84.76
428,medium,1,20,sequential,0.49,"(10, 6)","(67, 60)",134.16,5,272.28,199.84,89.27,60.27,optimize_schedule,0.585,0.893,60.62
429,low,4,5,interdependent,0.19,"(3, 26)","(68, 97)",114.4,1,276.5,427.47,92.74,79.19,optimize_schedule,0.841,0.927,89.29
430,low,3,7,sequential,0.56,"(50, 45)","(98, 77)",115.95,3,235.88,408.52,90.69,67.52,optimize_schedule,0.498,0.907,70.11
431,low,2,18,independent,0.22,"(7, 49)","(71, 95)",139.92,4,85.41,209.68,83.66,59.47,adjust_learning_rate,0.563,0.837,64.44
432,low,1,18,sequential,0.27,"(0, 24)","(65, 70)",80.36,2,226.21,227.21,87.29,72.75,adjust_learning_rate,0.991,0.873,85.87
433,high,1,11,independent,0.33,"(28, 5)","(95, 83)",84.89,5,185.95,406.21,91.69,58.57,increase_exploration,1.211,0.917,75.07
434,low,1,18,interdependent,0.49,"(25, 22)","(83, 91)",105.35,1,258.09,404.77,78.57,65.47,adjust_learning_rate,0.856,0.786,86.49
435,high,4,10,sequential,0.68,"(47, 45)","(83, 82)",138.0,5,173.11,115.72,63.13,35.82,increase_exploration,0.374,0.631,50.11
436,low,3,7,interdependent,0.24,"(6, 42)","(72, 70)",88.64,0,138.34,222.35,64.04,59.59,optimize_schedule,0.809,0.64,87.76
437,high,1,14,interdependent,0.78,"(47, 31)","(68, 91)",103.08,3,226.19,407.46,77.57,54.42,increase_exploration,0.617,0.776,69.84
438,medium,2,11,sequential,0.58,"(5, 37)","(75, 50)",181.98,3,113.83,437.72,93.99,70.24,adjust_learning_rate,0.391,0.94,68.47
439,low,5,15,interdependent,0.37,"(34, 7)","(50, 94)",95.11,2,137.05,327.7,98.99,82.44,optimize_schedule,0.93,0.99,87.11
440,high,5,12,independent,0.24,"(34, 18)","(89, 98)",88.32,0,151.5,292.93,98.57,92.71,adjust_learning_rate,1.099,0.986,101.89
441,medium,3,11,interdependent,0.23,"(36, 36)","(69, 95)",83.46,2,224.04,432.31,72.53,53.88,adjust_learning_rate,0.81,0.725,78.56
442,medium,3,6,independent,0.62,"(1, 39)","(52, 82)",86.63,5,78.85,325.5,92.52,61.01,increase_exploration,0.77,0.925,65.44
443,low,5,8,sequential,0.31,"(16, 2)","(91, 65)",120.14,5,80.38,479.33,82.23,47.64,optimize_schedule,0.815,0.822,64.16
444,low,5,18,sequential,0.78,"(26, 46)","(85, 50)",68.71,3,291.04,371.11,68.41,45.99,optimize_schedule,0.861,0.684,73.22
445,medium,3,18,interdependent,0.57,"(11, 45)","(78, 99)",109.15,5,86.32,354.81,81.95,49.85,optimize_schedule,0.788,0.82,63.51
446,medium,4,14,sequential,0.61,"(14, 32)","(80, 60)",79.49,4,222.53,405.41,73.01,44.9,increase_exploration,0.902,0.73,69.6
447,high,3,9,sequential,0.4,"(19, 11)","(76, 69)",183.83,2,202.98,400.3,82.33,64.32,increase_exploration,0.442,0.823,72.56
448,medium,2,6,independent,0.46,"(16, 42)","(54, 58)",114.27,2,117.6,455.86,72.15,53.03,adjust_learning_rate,0.361,0.722,68.51
449,high,1,13,interdependent,0.64,"(27, 3)","(73, 68)",88.94,2,243.85,382.84,85.01,67.35,optimize_schedule,0.895,0.85,83.22
450,low,2,13,sequential,0.45,"(7, 15)","(67, 73)",78.09,5,121.8,210.75,75.66,46.44,optimize_schedule,1.069,0.757,68.36
451,low,4,18,interdependent,0.24,"(44, 44)","(93, 89)",170.72,1,246.25,301.51,97.71,86.68,adjust_learning_rate,0.39,0.977,80.38
452,medium,3,16,independent,0.26,"(5, 46)","(74, 87)",171.39,1,102.85,347.91,79.38,67.42,increase_exploration,0.468,0.794,78.04
453,medium,4,7,independent,0.3,"(34, 10)","(80, 72)",151.7,5,222.63,191.39,82.24,53.41,increase_exploration,0.509,0.822,57.36
454,medium,5,20,sequential,0.74,"(47, 41)","(87, 82)",120.28,5,289.96,177.95,87.43,58.87,increase_exploration,0.476,0.874,57.78
455,low,4,5,sequential,0.26,"(49, 45)","(64, 94)",185.93,2,240.55,440.81,63.2,44.38,increase_exploration,0.276,0.632,64.62
456,high,5,7,sequential,0.12,"(48, 10)","(89, 60)",100.08,5,229.68,119.26,99.02,71.63,adjust_learning_rate,0.646,0.99,64.13
457,high,3,15,sequential,0.42,"(36, 6)","(61, 85)",105.49,1,205.51,220.42,86.94,77.53,increase_exploration,0.785,0.869,86.76
458,high,4,19,sequential,0.65,"(27, 44)","(52, 62)",66.3,0,94.77,236.4,92.79,88.06,optimize_schedule,0.465,0.928,86.51
459,high,4,10,sequential,0.52,"(26, 14)","(54, 87)",111.34,1,167.37,123.99,71.4,63.92,optimize_schedule,0.702,0.714,81.47
460,high,3,14,interdependent,0.52,"(50, 23)","(54, 62)",139.61,4,283.09,336.21,99.27,72.55,increase_exploration,0.281,0.993,61.64
461,low,5,5,independent,0.35,"(5, 21)","(97, 87)",74.33,2,206.47,177.67,70.71,57.16,optimize_schedule,1.523,0.707,94.0
462,high,3,6,independent,0.41,"(15, 41)","(92, 89)",153.04,2,297.1,427.92,92.09,73.53,increase_exploration,0.593,0.921,78.09
463,high,4,15,sequential,0.18,"(24, 16)","(76, 71)",110.55,5,102.89,485.73,68.43,33.72,increase_exploration,0.685,0.684,58.2
464,low,4,6,independent,0.38,"(27, 41)","(95, 56)",188.74,3,95.91,202.07,88.78,69.74,increase_exploration,0.369,0.888,66.82
465,low,4,8,interdependent,0.65,"(44, 28)","(98, 60)",171.8,0,132.87,174.14,97.37,93.89,increase_exploration,0.365,0.974,85.31
466,high,2,19,independent,0.77,"(15, 15)","(69, 75)",168.99,0,185.51,224.99,84.32,79.82,increase_exploration,0.478,0.843,84.91
467,low,3,15,interdependent,0.16,"(2, 39)","(57, 62)",175.11,2,71.93,434.19,98.31,79.63,increase_exploration,0.34,0.983,73.84
468,high,1,17,interdependent,0.62,"(38, 26)","(76, 56)",85.42,4,261.01,201.72,93.09,69.06,increase_exploration,0.567,0.931,66.62
469,medium,5,7,interdependent,0.17,"(32, 0)","(99, 89)",72.58,2,248.7,116.75,77.24,64.91,optimize_schedule,1.535,0.772,95.71
470,medium,1,17,sequential,0.17,"(42, 37)","(59, 82)",129.02,0,215.49,338.4,66.16,59.39,adjust_learning_rate,0.373,0.662,78.56
471,high,5,12,sequential,0.3,"(47, 28)","(76, 99)",106.77,1,265.95,274.21,65.57,55.09,optimize_schedule,0.718,0.656,80.53
472,medium,4,11,interdependent,0.75,"(22, 28)","(83, 86)",114.53,3,280.99,251.57,80.43,60.4,increase_exploration,0.735,0.804,73.09
473,high,3,9,interdependent,0.44,"(6, 31)","(67, 81)",95.78,2,285.61,151.1,87.8,74.78,increase_exploration,0.823,0.878,82.24
474,medium,5,12,sequential,0.66,"(19, 19)","(79, 90)",161.1,2,75.58,149.75,74.15,61.16,adjust_learning_rate,0.577,0.742,73.76
475,high,1,9,sequential,0.29,"(13, 18)","(62, 64)",61.96,3,265.14,435.58,98.25,74.54,optimize_schedule,1.085,0.983,84.84
476,high,5,11,sequential,0.36,"(34, 43)","(94, 98)",118.37,4,52.49,382.21,99.93,72.29,adjust_learning_rate,0.688,0.999,70.82
477,high,2,6,independent,0.7,"(49, 29)","(96, 99)",67.22,5,117.84,237.2,99.09,69.35,increase_exploration,1.254,0.991,77.67
478,high,2,7,independent,0.13,"(21, 38)","(66, 65)",151.37,0,270.06,362.02,63.81,56.57,optimize_schedule,0.347,0.638,77.44
479,low,4,15,independent,0.58,"(14, 39)","(96, 97)",89.91,0,96.25,348.44,68.89,61.92,optimize_schedule,1.117,0.689,95.69
480,medium,5,8,sequential,0.72,"(50, 27)","(80, 56)",169.03,3,296.56,104.45,85.93,68.84,increase_exploration,0.247,0.859,63.47
481,high,1,16,sequential,0.28,"(35, 0)","(81, 64)",119.26,4,77.5,214.67,89.95,65.66,increase_exploration,0.661,0.9,68.02
482,high,3,13,interdependent,0.76,"(38, 28)","(62, 64)",50.23,1,147.4,266.39,64.69,54.36,adjust_learning_rate,0.861,0.647,83.51
483,high,4,18,interdependent,0.22,"(25, 11)","(66, 80)",114.76,2,82.84,216.43,77.1,62.77,adjust_learning_rate,0.699,0.771,77.11
484,medium,4,19,interdependent,0.18,"(17, 24)","(90, 86)",194.38,0,188.42,275.48,73.94,68.43,adjust_learning_rate,0.493,0.739,82.93
485,low,2,20,independent,0.77,"(24, 26)","(66, 88)",124.96,1,57.0,436.52,85.95,72.22,adjust_learning_rate,0.599,0.86,82.42
486,high,5,5,sequential,0.32,"(15, 32)","(87, 99)",142.39,3,138.15,128.32,64.4,46.83,optimize_schedule,0.691,0.644,68.56
487,low,3,19,sequential,0.21,"(4, 30)","(96, 89)",55.2,5,180.63,110.15,74.36,47.16,increase_exploration,1.98,0.744,88.31
488,high,1,6,sequential,0.37,"(29, 49)","(89, 63)",119.29,2,170.01,325.7,62.51,46.0,increase_exploration,0.516,0.625,69.8
489,low,4,19,independent,0.21,"(44, 38)","(94, 92)",128.51,1,261.01,123.87,87.69,80.21,adjust_learning_rate,0.573,0.877,82.22
490,low,1,9,independent,0.36,"(47, 12)","(97, 69)",80.1,2,54.84,376.54,94.32,76.79,adjust_learning_rate,0.947,0.943,86.44
491,low,3,14,interdependent,0.69,"(36, 38)","(53, 97)",102.14,0,292.5,248.35,71.3,66.33,adjust_learning_rate,0.601,0.713,84.76
492,high,2,7,interdependent,0.41,"(43, 18)","(96, 87)",140.41,1,175.72,273.12,86.63,76.17,optimize_schedule,0.62,0.866,83.02
493,high,2,15,interdependent,0.43,"(21, 21)","(89, 82)",180.46,3,196.04,132.87,92.12,74.46,increase_exploration,0.506,0.921,70.6
494,medium,3,10,independent,0.47,"(10, 40)","(92, 66)",179.31,2,197.14,182.0,85.83,72.19,optimize_schedule,0.48,0.858,74.18
495,low,5,11,sequential,0.2,"(27, 47)","(56, 87)",167.85,3,166.53,490.64,63.13,38.32,adjust_learning_rate,0.294,0.631,59.44
496,low,1,11,sequential,0.24,"(49, 48)","(96, 84)",165.46,0,151.72,215.14,70.11,65.81,optimize_schedule,0.358,0.701,79.09
497,high,1,19,independent,0.34,"(4, 35)","(70, 69)",100.14,3,254.53,191.01,73.59,54.77,adjust_learning_rate,0.741,0.736,71.71
498,medium,5,20,sequential,0.78,"(46, 24)","(51, 78)",50.81,3,167.05,409.25,79.21,56.02,optimize_schedule,1.067,0.792,80.2
499,high,5,5,independent,0.58,"(10, 31)","(72, 62)",98.61,2,93.98,195.58,93.58,79.67,increase_exploration,0.703,0.936,80.87
500,low,3,18,interdependent,0.11,"(15, 12)","(78, 93)",151.89,3,86.4,382.78,96.04,73.38,adjust_learning_rate,0.676,0.96,75.24
501,medium,5,6,interdependent,0.51,"(24, 13)","(95, 61)",190.44,4,82.99,364.96,96.14,68.84,adjust_learning_rate,0.45,0.961,64.69
502,medium,3,18,interdependent,0.62,"(28, 6)","(70, 91)",106.12,4,146.98,233.55,67.69,43.02,optimize_schedule,0.893,0.677,68.22
503,high,2,19,independent,0.69,"(34, 48)","(50, 85)",167.55,2,134.55,389.7,83.92,66.13,increase_exploration,0.241,0.839,68.44
504,medium,2,14,independent,0.55,"(46, 24)","(68, 84)",190.12,4,264.76,295.95,67.11,41.19,adjust_learning_rate,0.336,0.671,55.71
505,high,2,10,sequential,0.16,"(42, 14)","(86, 79)",91.44,2,111.69,235.16,93.69,78.99,increase_exploration,0.858,0.937,84.33
506,low,2,7,interdependent,0.27,"(26, 44)","(98, 60)",124.03,0,289.91,420.04,97.14,88.74,increase_exploration,0.595,0.971,90.36
507,low,5,14,interdependent,0.26,"(46, 20)","(76, 50)",112.14,5,157.68,418.13,92.89,59.53,increase_exploration,0.378,0.929,56.82
508,high,4,15,interdependent,0.33,"(42, 20)","(65, 88)",119.76,2,248.13,478.78,65.35,45.77,increase_exploration,0.599,0.653,72.27
509,high,4,16,independent,0.39,"(10, 4)","(57, 65)",142.5,1,234.31,445.63,65.79,51.88,adjust_learning_rate,0.54,0.658,76.62
510,high,1,16,interdependent,0.36,"(26, 0)","(81, 72)",181.46,3,283.07,239.7,81.76,61.97,optimize_schedule,0.499,0.818,68.16
511,low,3,9,sequential,0.25,"(19, 40)","(73, 77)",82.41,2,136.67,215.36,90.4,76.09,optimize_schedule,0.794,0.904,82.18
512,medium,3,19,interdependent,0.26,"(26, 25)","(93, 90)",185.35,4,285.06,157.0,84.63,61.49,adjust_learning_rate,0.504,0.846,63.33
513,medium,2,11,interdependent,0.79,"(47, 30)","(75, 95)",112.65,1,87.3,208.17,69.08,59.92,increase_exploration,0.628,0.691,79.31
514,low,1,17,independent,0.77,"(31, 29)","(90, 55)",128.74,0,230.8,157.06,76.66,73.52,optimize_schedule,0.501,0.767,83.73
515,low,3,16,sequential,0.37,"(17, 22)","(64, 54)",161.89,5,233.65,471.65,62.26,27.83,adjust_learning_rate,0.351,0.623,49.42
516,low,2,10,independent,0.5,"(44, 23)","(77, 50)",113.82,2,92.85,144.68,72.7,59.81,optimize_schedule,0.375,0.727,68.93
517,high,3,20,independent,0.68,"(46, 23)","(71, 52)",101.94,5,226.79,205.89,60.36,31.24,increase_exploration,0.376,0.604,49.56
518,medium,1,6,interdependent,0.4,"(44, 10)","(94, 68)",97.12,4,206.31,210.45,75.34,51.13,adjust_learning_rate,0.788,0.753,67.58
519,medium,1,13,independent,0.51,"(48, 29)","(85, 72)",55.25,1,228.32,181.81,95.84,87.2,adjust_learning_rate,1.027,0.958,94.11
520,medium,2,15,interdependent,0.47,"(28, 29)","(80, 85)",129.12,3,61.6,466.78,76.09,51.75,optimize_schedule,0.592,0.761,68.96
521,low,2,12,independent,0.46,"(14, 5)","(56, 92)",193.56,0,284.74,202.93,76.35,72.29,optimize_schedule,0.499,0.763,83.6
522,low,4,20,independent,0.27,"(19, 49)","(76, 53)",179.19,4,194.82,209.02,65.78,41.6,adjust_learning_rate,0.319,0.658,55.04
523,high,5,18,independent,0.29,"(37, 4)","(56, 61)",198.18,4,61.05,227.86,70.66,46.1,adjust_learning_rate,0.303,0.707,55.78
524,medium,3,19,interdependent,0.57,"(11, 27)","(62, 91)",117.07,0,221.91,391.94,96.05,88.21,adjust_learning_rate,0.699,0.961,92.44
525,high,2,17,sequential,0.7,"(15, 37)","(58, 79)",70.3,1,251.83,158.92,64.98,56.8,optimize_schedule,0.855,0.65,83.44
526,low,1,10,sequential,0.25,"(18, 13)","(88, 75)",191.48,5,283.11,206.57,65.41,36.28,increase_exploration,0.488,0.654,53.16
527,high,5,13,interdependent,0.21,"(0, 37)","(53, 68)",185.68,2,238.31,214.29,89.01,74.72,optimize_schedule,0.331,0.89,71.58
528,low,1,8,independent,0.21,"(44, 26)","(94, 56)",180.21,3,93.27,398.71,64.18,41.21,optimize_schedule,0.324,0.642,60.36
529,high,4,6,interdependent,0.57,"(1, 1)","(50, 55)",75.75,5,207.77,173.78,62.98,34.5,optimize_schedule,0.963,0.63,63.18
530,low,2,6,interdependent,0.12,"(17, 29)","(70, 86)",122.44,0,85.33,341.89,74.45,67.61,optimize_schedule,0.636,0.745,86.24
531,high,2,6,independent,0.35,"(49, 45)","(78, 93)",143.61,2,80.38,385.23,76.04,58.34,adjust_learning_rate,0.391,0.76,70.02
532,high,5,10,sequential,0.13,"(19, 35)","(61, 88)",168.76,0,262.04,174.32,82.21,78.72,optimize_schedule,0.401,0.822,82.73
533,low,3,6,independent,0.24,"(8, 37)","(65, 75)",159.07,5,282.2,494.05,80.26,45.38,increase_exploration,0.431,0.803,55.2
534,medium,5,16,interdependent,0.21,"(10, 30)","(75, 67)",141.43,4,174.18,160.14,62.79,39.59,adjust_learning_rate,0.529,0.628,59.04
535,high,4,18,independent,0.37,"(11, 34)","(56, 55)",168.27,3,154.51,257.16,66.4,46.26,optimize_schedule,0.295,0.664,60.2
536,low,2,11,sequential,0.75,"(46, 34)","(61, 86)",109.54,5,173.17,103.11,67.83,40.77,adjust_learning_rate,0.494,0.678,53.82
537,low,5,12,sequential,0.56,"(44, 46)","(81, 69)",132.35,3,271.82,131.21,64.44,46.82,optimize_schedule,0.329,0.644,60.51
538,medium,2,13,interdependent,0.58,"(39, 49)","(53, 84)",77.47,5,245.24,388.79,92.81,60.03,increase_exploration,0.487,0.928,59.22
539,low,3,11,independent,0.74,"(10, 14)","(90, 86)",81.54,0,157.72,307.33,70.48,64.33,adjust_learning_rate,1.32,0.705,100.56
540,high,3,5,sequential,0.26,"(8, 3)","(69, 67)",90.91,4,183.12,394.53,97.67,69.78,optimize_schedule,0.973,0.977,76.67
541,low,2,18,interdependent,0.44,"(48, 46)","(100, 99)",197.21,4,122.64,115.13,87.43,65.13,increase_exploration,0.377,0.874,61.13
542,high,2,20,sequential,0.63,"(22, 14)","(94, 84)",191.05,4,112.24,483.55,86.52,56.85,adjust_learning_rate,0.526,0.865,64.24
543,high,4,19,independent,0.59,"(31, 17)","(77, 74)",120.9,0,182.89,317.44,72.47,66.12,adjust_learning_rate,0.606,0.725,85.13
544,medium,3,16,sequential,0.77,"(29, 12)","(68, 77)",150.22,0,91.52,227.57,91.53,86.98,increase_exploration,0.505,0.915,87.11
545,low,3,19,independent,0.29,"(4, 11)","(97, 72)",177.93,0,150.96,201.27,71.25,67.22,increase_exploration,0.625,0.713,85.29
546,high,2,14,independent,0.31,"(18, 29)","(68, 54)",57.29,3,146.32,224.32,63.3,43.81,adjust_learning_rate,0.976,0.633,74.64
547,high,2,19,independent,0.49,"(48, 49)","(94, 92)",171.14,3,178.7,113.32,77.58,60.31,optimize_schedule,0.368,0.776,64.31
548,medium,1,5,interdependent,0.62,"(28, 36)","(84, 67)",61.23,0,188.09,451.76,90.82,81.78,optimize_schedule,1.045,0.908,98.96
549,medium,5,20,sequential,0.72,"(13, 35)","(84, 65)",148.96,4,125.36,357.5,78.54,51.39,adjust_learning_rate,0.517,0.785,62.27
550,high,5,11,independent,0.23,"(8, 44)","(99, 91)",112.59,2,169.32,125.45,65.47,52.96,adjust_learning_rate,0.91,0.655,79.22
551,high,2,11,interdependent,0.17,"(22, 42)","(89, 90)",121.08,0,113.49,146.8,68.79,65.85,optimize_schedule,0.681,0.688,85.98
552,high,5,17,sequential,0.31,"(12, 40)","(86, 88)",174.78,2,107.29,447.16,62.48,43.54,adjust_learning_rate,0.505,0.625,69.56
553,high,2,19,sequential,0.54,"(33, 42)","(75, 59)",92.83,1,299.26,421.56,87.72,74.29,increase_exploration,0.488,0.877,80.33
554,low,2,6,sequential,0.39,"(47, 3)","(77, 76)",66.68,4,204.01,286.1,93.55,67.83,optimize_schedule,1.184,0.935,80.42
555,low,1,11,independent,0.15,"(0, 35)","(90, 85)",65.52,5,278.21,109.37,71.56,44.37,optimize_schedule,1.571,0.716,78.6
556,high,4,7,interdependent,0.13,"(44, 24)","(98, 85)",148.03,1,94.81,292.63,94.58,83.73,increase_exploration,0.55,0.946,83.24
557,high,1,5,interdependent,0.41,"(47, 15)","(60, 75)",164.71,0,168.56,475.02,61.28,51.78,adjust_learning_rate,0.373,0.613,77.47
558,low,2,14,sequential,0.14,"(6, 15)","(73, 64)",181.44,4,66.1,137.72,99.93,77.18,increase_exploration,0.457,0.999,65.69
559,low,5,13,sequential,0.54,"(25, 41)","(81, 98)",142.45,2,73.45,284.25,76.57,60.88,optimize_schedule,0.561,0.766,73.93
560,medium,2,10,sequential,0.15,"(29, 29)","(93, 95)",182.48,2,166.14,337.47,74.32,57.57,adjust_learning_rate,0.504,0.743,72.16
561,medium,4,13,sequential,0.73,"(29, 33)","(82, 69)",176.5,5,85.89,266.14,67.72,37.4,adjust_learning_rate,0.363,0.677,50.89
562,low,1,19,sequential,0.27,"(8, 7)","(90, 84)",144.15,4,259.5,360.45,66.99,39.78,increase_exploration,0.78,0.67,65.56
